epoch,train_loss,train_mae,val_mae,val_rmse,val_r2
0,0.06526179026473085,0.32898295,0.19026937,0.2874751,0.47268748
1,0.02063538058667548,0.20069085,0.21077426,0.34387046,0.24550343
2,0.01707355318215145,0.18175852,0.19523634,0.30736318,0.3972028
3,0.014795233821126227,0.16812716,0.18806008,0.29589623,0.44134146
4,0.01376263499405407,0.162446,0.2126946,0.32557204,0.32366514
5,0.012857407537445981,0.15701497,0.1939815,0.29082495,0.4603268
6,0.012751248382159713,0.15553845,0.21062618,0.33252394,0.2944734
7,0.011403749019100799,0.14700796,0.21306181,0.32192555,0.33873057
8,0.011473678478929824,0.1480473,0.18319389,0.28078648,0.49693984
9,0.009835415012747976,0.1369011,0.19090489,0.28958613,0.46491468
10,0.010063388327864187,0.13879989,0.181606,0.27050465,0.5331074
11,0.00871662420787311,0.1295204,0.20704007,0.3029895,0.41423595
12,0.008027029001721423,0.1236134,0.21356997,0.3138366,0.37154424
13,0.00806690537513732,0.12589961,0.18866783,0.27860668,0.5047202
14,0.007791965869476798,0.12273717,0.19982168,0.29217422,0.4553076
15,0.007328155626761183,0.11899459,0.25836948,0.3161301,0.3623252
16,0.007509188790182375,0.11943398,0.18400937,0.2426753,0.62423295
17,0.007271213922617154,0.117589615,0.22369029,0.31998786,0.346667
18,0.006329288129545275,0.1105791,0.1883547,0.28298083,0.48904628
19,0.006623325905773133,0.1128263,0.15793869,0.20297895,0.73711276
20,0.006238075106800446,0.10914463,0.16672009,0.20751812,0.72522354
21,0.005386520248296586,0.10241543,0.23446876,0.35207662,0.209063
22,0.005671694084483491,0.10431738,0.18135248,0.23441003,0.64939356
23,0.005826067345030112,0.104985215,0.19935226,0.294346,0.44717985
24,0.005483964527882464,0.10245131,0.21328881,0.287125,0.47397125
25,0.005133244276525726,0.0993379,0.18683848,0.28243583,0.4910125
26,0.00469176481934941,0.095237896,0.28927553,0.35939792,0.17582655
27,0.004825851129799907,0.096814856,0.1935069,0.28272796,0.489959
28,0.00547934835016927,0.101159945,0.19775009,0.29031825,0.46220565
29,0.004929995676707136,0.09670105,0.17287554,0.21046554,0.7173627
30,0.004540088057550864,0.09368203,0.17987616,0.26023358,0.5678901
31,0.004205944316181707,0.090267584,0.17572054,0.22801532,0.66826177
32,0.004508605839422521,0.09205278,0.17053744,0.21255988,0.7117096
33,0.004072203471547032,0.087313965,0.38280612,0.52888334,-0.78479064
34,0.005226531049896153,0.096383475,0.17086908,0.21661001,0.70061874
35,0.005175238777808674,0.09696416,0.2871256,0.38527322,0.05287969
36,0.0037706046356240203,0.08535361,0.14532743,0.19252008,0.7635063
37,0.0036242216639510495,0.08388052,0.23097198,0.3408666,0.25862765
38,0.0035131842368366145,0.08176567,0.2388042,0.35918272,0.17681319
39,0.003835584521044283,0.08516414,0.3274326,0.42033017,-0.12732375
40,0.003138986975501697,0.077962026,0.17549431,0.26024517,0.5678516
41,0.0034069158323862415,0.080931425,0.23487018,0.31732738,0.3574859
42,0.003129960449077132,0.07744409,0.17013931,0.21206246,0.7130573
43,0.003091005656557562,0.07717982,0.19929034,0.2954455,0.44304222
44,0.003080710216802382,0.07682632,0.19283894,0.2896876,0.4645396
45,0.0030099546715119507,0.07550676,0.23210564,0.33286813,0.29301208
46,0.002982705540870909,0.07518226,0.2056333,0.31173584,0.37992954
47,0.003180551046165042,0.07745933,0.21608044,0.26593262,0.5487567
48,0.0027379625787586543,0.072321445,0.16971758,0.2226567,0.683671
49,0.0024704120844057636,0.06926978,0.2849207,0.3829805,0.064118564
50,0.002732832598085787,0.071711265,0.21079038,0.32041687,0.34491402
51,0.0024369961317571996,0.068964034,0.19710796,0.307255,0.39762712
52,0.0026363508400236227,0.06997852,0.19332105,0.28774473,0.47169793
53,0.0034287089207657062,0.07820717,0.15322948,0.19919087,0.74683344
54,0.0024353037037634856,0.06834561,0.20428714,0.30772385,0.39578736
55,0.0022867482748823408,0.06651337,0.24470907,0.32306528,0.33404
56,0.003009331258713343,0.07384442,0.23935595,0.28402916,0.4852535
57,0.0025547678027680737,0.06970178,0.20004557,0.2703792,0.53354037
58,0.002311344506042272,0.066667266,0.20261103,0.3039814,0.41039443
59,0.0024107398270530513,0.0673677,0.18375543,0.24095306,0.6295476
60,0.0019271600611088142,0.060554802,0.15118398,0.19608127,0.75467616
61,0.0020196872831259524,0.062073343,0.27846858,0.34607002,0.23582023
