epoch,train_loss,train_mae,val_mae,val_rmse,val_r2
0,0.07336907902634884,0.33582,0.25323343,0.31911385,-0.027760148
1,0.02101029451703484,0.20279235,0.22768407,0.3060633,0.054584086
2,0.016370308862320326,0.17914042,0.19672869,0.2823082,0.19564581
3,0.013939331722641677,0.1656291,0.1966649,0.29293004,0.13397944
4,0.013674988819115752,0.16519822,0.20115882,0.2762802,0.22962892
5,0.012648244024958552,0.15884192,0.20087437,0.27415398,0.24144077
6,0.012591797638746585,0.15835908,0.19661951,0.32797238,-0.08561289
7,0.012617068035958528,0.15949856,0.20385408,0.25812656,0.32754105
8,0.012110451080734474,0.15423296,0.18335675,0.296902,0.110334635
9,0.011230034733888781,0.15016134,0.19959746,0.2856246,0.17663652
10,0.011277327307721925,0.14978929,0.2170524,0.2891566,0.15614742
11,0.010603937252715457,0.14541817,0.27638903,0.31050453,0.026947498
12,0.010416271084048299,0.14490238,0.18233985,0.27772552,0.22154772
13,0.010180403612823057,0.14127457,0.26827672,0.30953437,0.03301841
14,0.0095896849204534,0.1394683,0.19591795,0.3194863,-0.030160427
15,0.009816894380038839,0.13901685,0.2461907,0.2893806,0.15483934
16,0.00932835722537799,0.13646774,0.20322695,0.28992257,0.1516707
17,0.008877317251111756,0.13418634,0.21901321,0.28950694,0.1541012
18,0.009153782893615453,0.13591583,0.2169961,0.31561586,-0.005351782
19,0.008376727494316937,0.12966374,0.25478423,0.30687684,0.049551427
20,0.008204444675227058,0.12868188,0.2188242,0.30489126,0.06181097
21,0.007975415722034068,0.12721068,0.22076726,0.3275491,-0.08281243
22,0.00779562465850137,0.12574397,0.2089687,0.3133435,0.009072661
23,0.008105156859088365,0.12631574,0.21956183,0.3204942,-0.036670685
24,0.007263119218803976,0.121256515,0.22284292,0.30262667,0.07569611
25,0.007975630237266829,0.12614061,0.220948,0.3196033,-0.030915141
26,0.007619797889043372,0.12301466,0.21469659,0.2938038,0.12880516
27,0.007504673037103152,0.12184611,0.20832396,0.29565805,0.11777395
28,0.006897830149301423,0.116414875,0.20912986,0.27800837,0.21996135
29,0.006779528921329481,0.11831155,0.20400701,0.29175586,0.14090824
30,0.006973155928347003,0.11775057,0.20933896,0.29910627,0.09707546
31,0.006928833506776947,0.11707456,0.20968851,0.28769624,0.16464943
32,0.006527638908131986,0.11401124,0.21857192,0.3082257,0.04117769
33,0.00633873010382139,0.11217408,0.2219759,0.2904977,0.14830166
34,0.006148138087453351,0.11082534,0.19586541,0.27849975,0.21720135
35,0.006473101836990631,0.112897694,0.19220442,0.2655204,0.2884652
