video_id,airflow_rate,delta_T,material,hotspot_area,hotspot_avg_temp_change_rate_initial,hotspot_avg_temp_change_magnitude_initial,peak_pixel_temp_change_rate_initial,peak_pixel_temp_change_magnitude_initial,temp_mean_avg_initial,temp_std_avg_initial,temp_min_overall_initial,temp_max_overall_initial,stabilized_mean_deltaT,overall_mean_deltaT,max_abs_mean_deltaT,stabilized_std_deltaT,overall_std_deltaT,mean_area_significant_change,stabilized_area_significant_change,max_area_significant_change,num_hotspots,hotspot_solidity,centroid_distance,time_to_peak_mean_temp,temperature_skewness,temperature_kurtosis,rate_of_std_change_initial,peak_to_average_ratio,radial_profile_0,radial_profile_1,radial_profile_2,radial_profile_3,radial_profile_4,bbox_area,bbox_aspect_ratio
T2.2V_2025-07-25-17-32-43_20_30_10_,0.76483,10.0,gypsum,299,0.0262029645200456,0.300262221524548,0.0636344485812717,0.6873435974121094,23.05698526733296,0.4513862542589024,22.455442428588867,24.87469482421875,0.4097349403232284,0.3104784005887003,0.4334196964633889,0.5177316012536408,0.4943466943406884,72.02666666666667,82.0,89,1,1.069767441860465,0,9.8,1.5745190758832373,1.9120930509638612,0.0112377804296309,1.0788355257988178,24.135638310359074,23.894243796666466,23.27941516826027,22.940421684501096,22.816894663297212,374,0.7727272727272727
T2.0V_2025-07-28-16-55-19_20_30_10_,0.60481,10.0,gypsum,116,0.0328830466873301,0.3666564020617251,0.056101868792278,0.5412845611572266,23.44539878812329,0.3003464401141473,22.853710174560547,24.4036922454834,0.4076335395529135,0.3494701877681685,0.4648789044084225,0.3763197777575831,0.3430506852174445,33.18,37.473684210526315,46,1,1.154228855721393,0,9.8,0.7832453184126804,-0.124140542792507,0.0083795710317188,1.0408734125625343,24.276731300354005,24.13454246520996,23.73952613558088,23.42395944595337,23.2470380641796,144,1.0
T1.8V_2025-07-25-16-37-05_20_34_14_,0.49703,14.0,gypsum,329,0.0275832220517293,0.2939942542542795,0.0894227235213569,0.9175338745117188,23.038993462443713,0.3962620132686824,22.510469436645508,24.834409713745117,0.4727861091358665,0.3385339445521869,0.5062895487869383,0.5327489282711271,0.4729460078563325,80.24,99.26315789473684,106,1,1.0578778135048232,0,9.6,1.7527275831067668,2.822576520158516,0.0164463196752008,1.0779294570410876,24.190105165754044,23.872369468212128,23.219672241210937,22.939225231517444,22.834919776916504,440,0.9090909090909092
T1.8V_2025-07-25-16-47-16_20_30_10_,0.49703,10.0,gypsum,325,0.0139203218313359,0.1650499666654141,0.0608699552474483,0.5801601409912109,23.031278972214917,0.3716555219481042,22.565473556518555,24.713470458984375,0.3703293855180612,0.2418942327646094,0.3989562636155348,0.4609829705793183,0.4227418373394724,62.62,80.1842105263158,85,1,1.0586319218241045,0,9.8,1.8378584540659335,3.1136875858451427,0.0120799346689642,1.0730394299334771,23.96395751408168,23.70668613910675,23.203895493557575,22.956643881621183,22.847603334320915,440,0.9090909090909092
T1.6V_2025-07-28-17-46-40_20_30_10_,0.38087,10.0,gypsum,176,0.0177709388498589,0.1646927703510634,0.0425993010055187,0.475168228149414,23.041550731875677,0.2545852986559445,22.59295654296875,24.038808822631836,0.3117944073448909,0.2102703882708694,0.4398724274201839,0.3081342381378564,0.2845262354652664,27.586666666666662,38.526315789473685,54,1,1.0864197530864197,0,9.2,1.281133960688895,1.074052181226329,0.0067657556694936,1.0432808582356634,23.73412036895752,23.517958879470825,23.18784587199871,22.983267424241554,22.90487715777229,224,0.875
T2.8V_2025-07-25-19-31-52_20_26_6_,1.13921,6.0,gypsum,340,0.0178492770475517,0.1811751590055585,0.0424452181215639,0.4861583709716797,22.92621732476178,0.4239303601566075,22.40037727355957,24.619293212890625,0.2797557845573317,0.2022540304520561,0.2964919314664946,0.4606495507731826,0.444774943269615,64.83333333333333,71.97368421052632,75,1,1.0575427682737168,0,9.8,1.6923434114730365,2.1867013155447736,0.0075854415724791,1.0738488981477208,23.670383180890763,23.53698742389679,23.105861368179323,22.800944983440896,22.69975275652749,440,0.9090909090909092
T2.4V_2025-07-29-17-39-52_20_28_8_,0.9497,8.0,gypsum,203,0.0207028812906875,0.2305888377974163,0.0503277778625488,0.6182365417480469,23.42748262377209,0.48643963122245,22.81258201599121,25.075870513916016,0.3234055219674492,0.2384794744482173,0.3508687512627944,0.5411725326815097,0.5206013066115529,49.193333333333335,56.18421052631579,59,1,1.0740740740740742,0,9.8,1.2840238259274066,0.7392574632243356,0.0092525022600756,1.0703612896279049,24.621356303875263,24.07577302239158,23.466974288225178,23.163202340262277,23.039114554723103,285,0.7894736842105263
T1.6V_2025-08-01-18-32-31_20_28_12_,0.38087,12.0,gypsum,128,0.0193515419960021,0.2173062711954116,0.0424495903221336,0.519256591796875,22.508771401941775,0.2342911268344436,21.944915771484375,23.400367736816406,0.2513021818901363,0.1999709184964498,0.2727406919002533,0.2944850294224186,0.2676361112026117,18.753333333333337,23.68421052631579,27,1,1.1082251082251082,0,9.6,1.0078440880348691,0.5338715433716823,0.0098389734287967,1.039611061792458,23.213904062906902,22.847609792436874,22.56216263771057,22.428641255696615,22.327045031956263,176,0.6875
T1.8V_2025-08-01-18-10-03_20_28_8_,0.49703,8.0,gypsum,137,0.0200733682851404,0.2187879102943597,0.0410366058349609,0.5056324005126953,22.400514930947853,0.2776724570858941,21.917240142822266,23.386743545532227,0.3157773942980377,0.2342182998471613,0.3449458936705234,0.3652370505918387,0.3262731499728558,28.173333333333332,35.60526315789474,38,1,1.1004016064257027,0,9.8,1.094560689481516,0.4048956680894768,0.0091303478962623,1.044027051057734,23.109009954664444,22.889757573604584,22.659334394666885,22.382245501956422,22.26379636617807,195,0.8666666666666667
T3.0V_2025-07-29-15-31-55_20_32_12_,1.28246,12.0,gypsum,422,0.0260760404810197,0.2709810112324931,0.0823958166714372,0.8906593322753906,23.75126199351668,0.6091603673293432,23.072738647460938,26.300920486450195,0.4261879403563196,0.2930310613924472,0.4524364200248527,0.6921745168353108,0.6602029907926847,100.34666666666666,124.73684210526316,134,1,1.0011862396204034,0,9.8,1.8673025282413684,2.975118827887565,0.0155929340979733,1.1073483376853617,25.221717289515905,24.67306045924916,23.98268993695577,23.560192968938257,23.429676848398127,550,0.88
T2.4V_2025-07-29-17-27-52_20_32_12_,0.9497,12.0,gypsum,499,0.0211882426674502,0.2154105727323809,0.0828838348388671,0.980121612548828,23.28037071495592,0.4066154158758248,22.8262882232666,25.356828689575195,0.3712843769324153,0.256717766715275,0.3951161218310659,0.5230345542758484,0.4754589603375761,90.41333333333333,113.3157894736842,121,1,1.0070635721493442,0,9.4,2.2983312178560644,5.256668160530404,0.0169028845833683,1.0891935098475602,24.82453544616699,23.98859245436532,23.356426925370187,23.163647032053458,23.082437291557405,621,0.8518518518518519
T2.2V_2025-07-29-17-53-01_20_32_12_,0.76483,12.0,gypsum,341,0.0242334203090495,0.2300000120817422,0.0730436498468572,0.7517051696777344,23.16375095803717,0.4908603635450964,22.620439529418945,25.303373336791992,0.3723875270395458,0.2580171472842174,0.4028184337000695,0.5722672905186034,0.5437574259661839,69.61333333333333,81.94736842105263,88,1,1.024024024024024,0,9.4,1.942093544079456,3.2235159570346017,0.0143730823263186,1.0923694259462082,24.488893054780505,23.95671631892522,23.312325916290284,22.98986078952921,22.9091078213283,462,0.9545454545454546
T2.0V_2025-08-01-17-36-02_20_32_12_,0.60481,12.0,gypsum,240,0.0172960476742844,0.1909761508305862,0.0555458584347286,0.6031036376953125,22.300753264745072,0.1755034246886853,21.90340232849121,23.141084671020508,0.288843140058351,0.2107418571048321,0.3121227502822883,0.2705379640480212,0.2290879676508363,30.94,43.55263157894737,47,1,1.0572687224669604,0,9.8,1.3316134877466903,1.7677274967312815,0.0108372906702589,1.037681749862858,22.936514112684463,22.74192696147495,22.481020501681737,22.306605709923637,22.22593165155667,342,0.9473684210526316
T1.4V_2025-08-01-18-56-23_20_28_8_,0.41474,8.0,gypsum,105,0.017282267306427,0.1827561514718212,0.0282478332519531,0.3294849395751953,22.239827050345284,0.1776512933115171,21.806468963623047,22.853710174560547,0.2542545208656105,0.18555607726082,0.2759356725783561,0.2403473463462902,0.2122472358130651,12.113333333333332,18.18421052631579,21,1,1.160220994475138,0,9.8,0.8547124821576391,0.2491939209809057,0.0057933502774813,1.027602873117025,22.640188852945965,22.50454533100128,22.358499156104195,22.223686981201173,22.14282008579799,130,0.7692307692307693
T1.4V_2025-08-01-18-45-09_20_32_12_,0.41474,12.0,gypsum,159,0.0168280719696391,0.1731268924737143,0.0352260393974108,0.4399299621582031,22.09292186233233,0.1686337230759219,21.640064239501953,22.7851619720459,0.2789829365270345,0.1960267440827894,0.3077525012898014,0.2386295129468831,0.2069304691064964,16.66,26.23684210526316,31,1,1.0890410958904109,0,9.8,0.976707137619408,0.9038732328425988,0.0068662871623472,1.0313331171869038,22.582963943481445,22.415344408580236,22.215814370375412,22.086434732783925,22.002585080953743,208,0.8125
T3.0V_2025-07-29-15-45-24_20_28_8_,1.28246,8.0,gypsum,232,0.0271108813024683,0.3084872344444562,0.0533968607584635,0.5208683013916016,23.91893315265918,0.5247719193922437,23.16841506958008,25.690277099609375,0.4320399012626204,0.3257010731203816,0.4533029424733144,0.5506806237102075,0.5424854507629587,65.95333333333333,73.76315789473684,78,1,1.071593533487298,0,9.8,1.1773130406792522,0.6307979949129141,0.0074097416907925,1.0740561435430604,25.17829661899143,24.817486895455257,24.203487023711205,23.780468552200883,23.59009277252924,304,0.8421052631578947
T2.8V_2025-07-29-16-36-48_20_32_12_,1.13921,12.0,gypsum,575,0.0233405735181713,0.2081193476137883,0.093118667602539,0.8807144165039062,23.566996267103107,0.482546970376537,23.045387268066406,25.96950912475586,0.3419217053376279,0.2377030532394617,0.3860803952424412,0.5731877750086147,0.5378053052588211,107.2,129.18421052631578,139,1,1.031390134529148,0,8.8,2.313831941423797,5.262049172790782,0.0149399710073643,1.1019439571519087,25.4137035567185,24.351966403779528,23.652970249588424,23.410694445096528,23.319875043981217,725,0.8620689655172413
T2.6V_2025-07-29-17-02-30_20_32_12_,1.06148,12.0,gypsum,606,0.0210741376719461,0.191466117456013,0.0834178924560546,0.8410663604736328,23.601824915920545,0.4303455343678075,23.12742805480957,25.87652015686035,0.3120229792135222,0.213376536269655,0.3397630968503051,0.5259155286848516,0.4879465352198271,100.58666666666667,120.71052631578948,130,1,1.0058091286307054,0,9.8,2.383713470194833,5.713619798329182,0.0137156678343898,1.0963779389535857,25.16818326095055,24.33818344447924,23.716468681607928,23.49429349123576,23.403817646643695,812,1.0357142857142858
