video_id,hole_id,airflow_rate,material,delta_T,voltage,pressure_Pa,session,hotspot_area,hotspot_avg_temp_change_rate_initial,hotspot_avg_temp_change_magnitude_initial,peak_pixel_temp_change_rate_initial,peak_pixel_temp_change_magnitude_initial,temp_mean_avg_initial,temp_std_avg_initial,temp_min_overall_initial,temp_max_overall_initial,stabilized_mean_deltaT,overall_mean_deltaT,max_abs_mean_deltaT,stabilized_std_deltaT,overall_std_deltaT,hotspot_solidity,time_to_peak_mean_temp,temperature_skewness,temperature_kurtosis,bbox_area,bbox_aspect_ratio,perimeter,circularity,mean_gradient_at_edge,cumulative_raw_delta_sum,cumulative_abs_delta_sum,auc_mean_temp_delta,mean_pixel_volatility
T5P_2025-10-7-13-16-52_29_23_6_,2,1.28288,gypsum,6.0,,5,gypsum_10_hole,968,0.0539880635215123,0.6935284610622183,0.142010280064174,1.9332866668701172,23.908680260949883,0.6399639271180768,22.66164779663086,26.52565574645996,0.6567259172838499,0.4649418733139659,0.6935284610622183,0.7630947647898343,0.6399639271180768,0.0109114068162476,9.8,1.057669303750384,0.6808052127807103,106641,1.2768166089965398,1973.8815910816193,0.0031220728160517,0.476630921645491,22503.186668395996,22782.271530151367,4.580065887033438,2.1288267383890704
T5P_2025-10-7-13-16-52_29_23_6_,3,0.77207,gypsum,6.0,,5,gypsum_10_hole,968,0.0539880635215123,0.6935284610622183,0.142010280064174,1.9332866668701172,23.908680260949883,0.6399639271180768,22.66164779663086,26.52565574645996,0.6567259172838499,0.4649418733139659,0.6935284610622183,0.7630947647898343,0.6399639271180768,0.0109114068162476,9.8,1.057669303750384,0.6808052127807103,106641,1.2768166089965398,1973.8815910816193,0.0031220728160517,0.476630921645491,22503.186668395996,22782.271530151367,4.580065887033438,2.1288267383890704
T5P_2025-10-7-13-16-52_29_23_6_,4,0.6743,gypsum,6.0,,5,gypsum_10_hole,968,0.0539880635215123,0.6935284610622183,0.142010280064174,1.9332866668701172,23.908680260949883,0.6399639271180768,22.66164779663086,26.52565574645996,0.6567259172838499,0.4649418733139659,0.6935284610622183,0.7630947647898343,0.6399639271180768,0.0109114068162476,9.8,1.057669303750384,0.6808052127807103,106641,1.2768166089965398,1973.8815910816193,0.0031220728160517,0.476630921645491,22503.186668395996,22782.271530151367,4.580065887033438,2.1288267383890704
T5P_2025-10-7-13-16-52_29_23_6_,5,0.3466,gypsum,6.0,,5,gypsum_10_hole,968,0.0539880635215123,0.6935284610622183,0.142010280064174,1.9332866668701172,23.908680260949883,0.6399639271180768,22.66164779663086,26.52565574645996,0.6567259172838499,0.4649418733139659,0.6935284610622183,0.7630947647898343,0.6399639271180768,0.0109114068162476,9.8,1.057669303750384,0.6808052127807103,106641,1.2768166089965398,1973.8815910816193,0.0031220728160517,0.476630921645491,22503.186668395996,22782.271530151367,4.580065887033438,2.1288267383890704
T5P_2025-10-7-13-16-52_29_23_6_,6,1.21733,gypsum,6.0,,5,gypsum_10_hole,968,0.0539880635215123,0.6935284610622183,0.142010280064174,1.9332866668701172,23.908680260949883,0.6399639271180768,22.66164779663086,26.52565574645996,0.6567259172838499,0.4649418733139659,0.6935284610622183,0.7630947647898343,0.6399639271180768,0.0109114068162476,9.8,1.057669303750384,0.6808052127807103,106641,1.2768166089965398,1973.8815910816193,0.0031220728160517,0.476630921645491,22503.186668395996,22782.271530151367,4.580065887033438,2.1288267383890704
T5P_2025-10-7-13-16-52_29_23_6_,7,0.87922,gypsum,6.0,,5,gypsum_10_hole,968,0.0539880635215123,0.6935284610622183,0.142010280064174,1.9332866668701172,23.908680260949883,0.6399639271180768,22.66164779663086,26.52565574645996,0.6567259172838499,0.4649418733139659,0.6935284610622183,0.7630947647898343,0.6399639271180768,0.0109114068162476,9.8,1.057669303750384,0.6808052127807103,106641,1.2768166089965398,1973.8815910816193,0.0031220728160517,0.476630921645491,22503.186668395996,22782.271530151367,4.580065887033438,2.1288267383890704
T5P_2025-10-7-13-16-52_29_23_6_,8,0.88848,gypsum,6.0,,5,gypsum_10_hole,968,0.0539880635215123,0.6935284610622183,0.142010280064174,1.9332866668701172,23.908680260949883,0.6399639271180768,22.66164779663086,26.52565574645996,0.6567259172838499,0.4649418733139659,0.6935284610622183,0.7630947647898343,0.6399639271180768,0.0109114068162476,9.8,1.057669303750384,0.6808052127807103,106641,1.2768166089965398,1973.8815910816193,0.0031220728160517,0.476630921645491,22503.186668395996,22782.271530151367,4.580065887033438,2.1288267383890704
T5P_2025-10-7-13-16-52_29_23_6_,9,0.68248,gypsum,6.0,,5,gypsum_10_hole,968,0.0539880635215123,0.6935284610622183,0.142010280064174,1.9332866668701172,23.908680260949883,0.6399639271180768,22.66164779663086,26.52565574645996,0.6567259172838499,0.4649418733139659,0.6935284610622183,0.7630947647898343,0.6399639271180768,0.0109114068162476,9.8,1.057669303750384,0.6808052127807103,106641,1.2768166089965398,1973.8815910816193,0.0031220728160517,0.476630921645491,22503.186668395996,22782.271530151367,4.580065887033438,2.1288267383890704
T5P_2025-10-7-17-20-17_29_23_6_,2,1.28288,gypsum,6.0,,5,gypsum_10_hole,963,0.0507735049860746,0.6548874043972681,0.1300046557471865,1.9392681121826172,23.758799446002968,0.587009576213387,22.38661003112793,26.221485137939453,0.6407382983980064,0.4624099345618193,0.6548874043972681,0.7070917736159361,0.587009576213387,0.0108419695681788,9.2,1.100896578873636,0.8783230636633097,107010,1.2724137931034485,1970.4156701564789,0.0031168826093083,0.485343640403815,22265.03834915161,22381.71359634399,4.558610605178467,2.006915931265921
T5P_2025-10-7-17-20-17_29_23_6_,3,0.77207,gypsum,6.0,,5,gypsum_10_hole,963,0.0507735049860746,0.6548874043972681,0.1300046557471865,1.9392681121826172,23.758799446002968,0.587009576213387,22.38661003112793,26.221485137939453,0.6407382983980064,0.4624099345618193,0.6548874043972681,0.7070917736159361,0.587009576213387,0.0108419695681788,9.2,1.100896578873636,0.8783230636633097,107010,1.2724137931034485,1970.4156701564789,0.0031168826093083,0.485343640403815,22265.03834915161,22381.71359634399,4.558610605178467,2.006915931265921
