epoch,train_loss,train_mae,val_mae,val_rmse,val_r2
0,0.025490619902144247,0.23377137,0.20660028,0.32199982,0.3703649
1,0.016397828262457587,0.18390243,0.38460395,0.43942407,-0.17258787
2,0.012113315448880243,0.1571488,0.40704486,0.54115236,-0.7783481
3,0.007759743817055419,0.12671834,0.5138236,0.57802844,-1.0289721
4,0.005751070477312869,0.10947995,0.30723917,0.40616044,-0.0017813444
5,0.0039571666320546315,0.092089795,0.2874486,0.42629173,-0.103548765
6,0.003167602099312693,0.08205167,0.2016728,0.30434358,0.43752146
7,0.0026253558972164693,0.076083735,0.2910986,0.36323702,0.19876873
8,0.003522195794122589,0.08390633,0.3787286,0.47550905,-0.37307823
9,0.0022156086157184883,0.06899754,0.28930438,0.38192782,0.11419052
10,0.0024190577032908982,0.0697077,0.33195373,0.41416547,-0.04165876
11,0.0018166511944028416,0.060917467,0.5059356,0.610799,-1.2655537
12,0.00258587854798218,0.0705796,0.1688286,0.24912322,0.6231174
13,0.0018241905714948112,0.060998306,0.18132818,0.2627816,0.5806588
14,0.0018424030072120249,0.060020283,0.48511505,0.6038594,-1.2143662
15,0.002300788784353983,0.06592241,0.2475227,0.3576034,0.22342938
16,0.0017865946593660451,0.059734486,0.32425535,0.4619173,-0.29570508
17,0.002232028133358533,0.066990264,0.23075199,0.34142724,0.29209656
18,0.0021317419366066012,0.06404239,0.18976618,0.28693408,0.5000323
19,0.0018494343727286588,0.060452428,0.16748817,0.26310366,0.5796302
20,0.0016057206937286608,0.05519871,0.18051685,0.27534905,0.5395899
21,0.001810456570539362,0.058920484,0.2284516,0.30095008,0.44999498
22,0.0013552626798091765,0.051246364,0.3752161,0.4929886,-0.47588146
23,0.0013392902394534145,0.05046075,0.27034855,0.38682446,0.09133142
24,0.002056534353170794,0.06016322,0.18817005,0.2813169,0.5194159
25,0.0013041911889416116,0.04980792,0.2021862,0.30181393,0.44683295
26,0.0012794708530766083,0.04895684,0.20277332,0.28468576,0.5078367
27,0.0023776945680005685,0.062096827,0.26595506,0.39337087,0.06031549
28,0.0012893467097371241,0.04980112,0.2720636,0.36756772,0.17954946
29,0.001304253307715909,0.049563296,0.2548158,0.3582095,0.2207948
30,0.0016663685077506903,0.05636721,0.22678332,0.37890774,0.12814415
31,0.0010510330680672355,0.044552345,0.167862,0.27223763,0.5499363
32,0.0010502917718214465,0.044339623,0.17162216,0.27716413,0.53349984
33,0.001048332996281918,0.043611515,0.17458889,0.2792804,0.5263489
34,0.001022456749182716,0.04323957,0.17250814,0.27816322,0.5301307
35,0.0010592349214267442,0.04413365,0.29537976,0.41443935,-0.043036938
36,0.0010204234487594754,0.043284144,0.17497931,0.27512372,0.5403431
37,0.0010208818379634182,0.04296911,0.24852943,0.36684147,0.18278837
38,0.000997285494777849,0.042655796,0.20386635,0.3074555,0.42595983
39,0.0010287219549654984,0.042809896,0.19374591,0.28191516,0.5173697
40,0.0010360528074913212,0.04308517,0.18889236,0.29170644,0.48326284
41,0.0009922546112002759,0.042266134,0.17420317,0.26101205,0.5862874
42,0.000984036724256066,0.041832823,0.18529402,0.28615052,0.50275916
43,0.0009715172071969749,0.04162264,0.18536524,0.28820047,0.49560934
44,0.0009647072714492222,0.041324995,0.16999085,0.27331933,0.54635257
