epoch,train_loss,train_mae,val_mae,val_rmse,val_r2
0,0.0686445447551732,0.44014558,0.2453511,0.36575654,0.18536973
1,0.02217798411735509,0.2147046,0.26161003,0.37556168,0.14110738
2,0.018357901308353585,0.19591983,0.20862742,0.35050908,0.25187385
3,0.012656972453108813,0.1637797,0.20208116,0.34882742,0.25903517
4,0.009442693613801557,0.14018944,0.20578623,0.3371601,0.30777276
5,0.008394074031511451,0.13314386,0.18534784,0.31396678,0.39973408
6,0.0065965898390306105,0.12050176,0.18513909,0.322276,0.36754125
7,0.005993119203531653,0.114762016,0.20219155,0.32368898,0.36198324
8,0.005894276728429417,0.11331425,0.17517073,0.29466757,0.47126144
9,0.0053418844979772765,0.10879048,0.1888405,0.30554622,0.43150043
10,0.005752080922374631,0.112084284,0.17852625,0.29697207,0.462959
11,0.005636064102873206,0.11049515,0.16912216,0.3003087,0.45082325
12,0.005588924194142075,0.110053204,0.16822585,0.2911611,0.48377037
13,0.004620568789910562,0.10078396,0.17648321,0.30609247,0.42946595
14,0.004812081542677513,0.10190769,0.16158804,0.29348963,0.47548032
15,0.004563748158772688,0.10056981,0.3346489,0.50424945,-0.5483428
16,0.0039789722771337716,0.09380301,0.16800521,0.2922555,0.47988224
17,0.004044603014659911,0.094499476,0.18337704,0.30937856,0.41715014
18,0.003971750096482511,0.093874745,0.20429337,0.3255421,0.354657
19,0.0038039264854707634,0.09032132,0.19778347,0.30873778,0.41956192
20,0.003507085137604044,0.087818794,0.16641009,0.2930408,0.47708327
21,0.004271684465745445,0.094392344,0.17590952,0.31881097,0.38106817
22,0.004103506435778471,0.093522064,0.18206792,0.29840797,0.457753
23,0.003747742510133303,0.08899804,0.17019096,0.2892061,0.4906795
24,0.003517822133109785,0.08731198,0.1834357,0.31554112,0.3936991
25,0.003704374106278145,0.0882676,0.20996384,0.37869874,0.12669885
26,0.004062646206947837,0.09135701,0.17913495,0.3071866,0.42537987
27,0.004301079480890369,0.092635885,0.17092186,0.30343172,0.43934172
28,0.0043453328279169775,0.094336815,0.27540427,0.39455545,0.052034795
29,0.003289004248373284,0.08360758,0.17698467,0.30385643,0.43777114
30,0.002993475907426881,0.080582656,0.15162426,0.2820515,0.51556766
31,0.0033755793794067483,0.084841035,0.16744442,0.29752392,0.46096116
32,0.0029508649085712903,0.07961214,0.19125262,0.30920598,0.41780025
33,0.002978520115173542,0.08016251,0.16855201,0.30563313,0.43117702
34,0.002800301389335332,0.07738471,0.16939846,0.28950903,0.48961192
35,0.002827091133314194,0.07790911,0.16848937,0.29576004,0.4673336
36,0.002953133829362174,0.07836393,0.15569392,0.29109356,0.4840098
37,0.002984833834453089,0.07942878,0.18074237,0.30608734,0.42948496
38,0.0027935323582058496,0.07733263,0.1689204,0.2904136,0.4864176
39,0.0034841035716327846,0.08339028,0.15743774,0.299199,0.4548744
40,0.0031112819647250494,0.07917699,0.3546262,0.4846871,-0.43053746
41,0.003434709728566358,0.084176265,0.16568111,0.30494258,0.4337445
42,0.002806362893091201,0.0762676,0.15879944,0.29035163,0.48663664
43,0.0026706744245908196,0.075634345,0.16510175,0.29745057,0.46122682
44,0.0028508297550390556,0.075990744,0.15017132,0.27683282,0.5333283
45,0.0024822768374890237,0.07221246,0.15665728,0.28174767,0.5166108
46,0.0024868989130482078,0.071659304,0.15008318,0.2782924,0.52839446
47,0.0023613337837712894,0.07022361,0.15758778,0.28791627,0.49521232
48,0.0022625828289777263,0.06845786,0.15431096,0.28063735,0.5204131
49,0.002736929397209372,0.07430858,0.15719374,0.28998858,0.48791963
50,0.0030273848160234564,0.07721789,0.15897742,0.28576747,0.502719
51,0.0030646373213517784,0.07810417,0.15544835,0.29067522,0.4854918
52,0.003477552926426034,0.079794675,0.32775915,0.47383672,-0.36720538
53,0.0025782732853186453,0.07254033,0.16335195,0.29081285,0.48500443
54,0.0024415119862331463,0.07117904,0.15569893,0.27769008,0.5304336
55,0.002172533789243881,0.066580795,0.18266165,0.3070114,0.4260351
56,0.0025393904721604126,0.06872432,0.23587237,0.3618389,0.20272744
57,0.002784145960243105,0.07234553,0.14480576,0.2816633,0.51690024
58,0.002508681792521499,0.071142234,0.17162065,0.28984615,0.48842257
59,0.0023829801443798265,0.0698332,0.19628564,0.31050313,0.41290522
60,0.002750744018473174,0.07179619,0.19688849,0.3178776,0.38468695
61,0.0024654849739007578,0.068768546,0.17336273,0.2946144,0.4714523
62,0.0022443546706091356,0.06745855,0.1703202,0.2866369,0.4996885
63,0.0020809978140647165,0.0648458,0.16547002,0.29493812,0.47029
64,0.002117346248377373,0.064774744,0.15631229,0.28466892,0.506535
65,0.002252037271552968,0.06583148,0.1598354,0.28713384,0.49795216
66,0.0021317906615481077,0.065053895,0.17296354,0.30097592,0.44838023
67,0.0020157666652149864,0.063074455,0.16176982,0.2817423,0.5166292
68,0.001992650052283586,0.06259225,0.15314867,0.2894007,0.4899938
69,0.002470513063455277,0.06773113,0.18377578,0.30817735,0.42166728
70,0.002179051444538417,0.063689165,0.17515951,0.29735526,0.46157217
71,0.0021153984713543315,0.06510381,0.16408157,0.28713143,0.49796063
72,0.002049071171394743,0.062396105,0.14616284,0.27155298,0.5509596
73,0.0027782470806234395,0.0697753,0.16510086,0.28723773,0.4975888
74,0.002806670126957026,0.0710473,0.17808294,0.30284098,0.44152266
75,0.002078655049075732,0.064669,0.18264188,0.29648614,0.464715
76,0.0020618103456102534,0.062475536,0.18200243,0.308887,0.41900074
77,0.0018599717854752694,0.059564997,0.1565566,0.27709424,0.5324465
78,0.0018640214918494815,0.059845235,0.16446045,0.28399095,0.50888264
79,0.0017960507562153484,0.0589515,0.15978722,0.27724275,0.53194517
80,0.0017459402454436048,0.057424355,0.15842584,0.2763532,0.53494394
