video_id,hole_id,airflow_rate,material,delta_T,voltage,pressure_Pa,session,hotspot_area,hotspot_avg_temp_change_rate_initial,hotspot_avg_temp_change_magnitude_initial,peak_pixel_temp_change_rate_initial,peak_pixel_temp_change_magnitude_initial,temp_mean_avg_initial,temp_std_avg_initial,temp_min_overall_initial,temp_max_overall_initial,stabilized_mean_deltaT,overall_mean_deltaT,max_abs_mean_deltaT,stabilized_std_deltaT,overall_std_deltaT,mean_area_significant_change,stabilized_area_significant_change,max_area_significant_change,num_hotspots,hotspot_solidity,centroid_distance,time_to_peak_mean_temp,temperature_skewness,temperature_kurtosis,rate_of_std_change_initial,peak_to_average_ratio,radial_profile_0,radial_profile_1,radial_profile_2,radial_profile_3,radial_profile_4,bbox_area,bbox_aspect_ratio,perimeter,circularity,mean_gradient_at_edge,temp_p25,temp_p75,temp_iqr
T2.2V_2025-07-29-17-53-01_20_32_12_,1,0.76483,gypsum,12.0,2.2,6.6,gypsum_new,404,0.0213355391818424,0.2005468547934334,0.07304365,0.7517051696777344,23.109656339872004,0.4688144588844583,22.620439529418945,25.303373336791992,0.3369300288418535,0.2295876849209109,0.3654715188659061,0.5526625212388133,0.5227817174896162,73.76666666666667,87.55263157894737,94,1,1.0024813895781637,0.0,9.4,2.1650709192272366,4.302059485,0.0145564931872599,1.0949264222997157,24.450386001950218,23.75396528996919,23.14620670964641,22.95432118852009,22.88173066245185,572,0.8461538461538461,80.52691125869751,0.7829051438120778,0.2877415558040976,22.840003967285156,23.154748916625977,0.3147449493408203
T2.2V_2025-07-25-17-23-25_20_34_14_,1,0.76483,gypsum,14.0,2.2,6.6,gypsum_new,328,0.03160493,0.3301842154526149,0.093968848,1.0277462005615234,22.738547249654445,0.4395601821081208,22.179819107055664,24.673112869262695,0.4676227291068005,0.3495994296500358,0.5122310533756149,0.5714518977409044,0.5134354213478017,82.48666666666666,98.52631578947368,106,1,1.0807248764415156,0.0,9.8,1.6100725725672025,2.1664669476322373,0.016506069735293,1.0850786815168083,23.938939412434895,23.62605583667755,22.987753102653905,22.64927304757608,22.514184647136265,378,0.8571428571428571,65.21320283412933,0.969198307,0.3283823462991087,22.42790985107422,22.89481735229492,0.4669075012207031
T2.4V_2025-07-17-19-09-10_22_30_8_,1,0.9497,gypsum,8.0,2.4,9.5,gypsum_new,225,0.006819738,0.070170119,0.005045304,0.0131073,25.75556885138618,0.4989961810362017,24.13353157043457,27.327957153320312,0.08884788,0.069671005,0.1123037380642344,0.5031968220434467,0.5017561422603931,64.15333333333334,63.13157894736842,71,1,0.995575221,0.0,9.6,0.3236133887181331,0.3299080631460245,0.000342538,1.061050420241427,26.68595684899224,26.328559160232544,25.824000477790833,25.606547448370193,25.43204881928184,306,1.0588235294117647,62.041630148887634,0.7345578111502795,1.6638236233284556,25.423603057861328,26.035879135131836,0.6122760772705078
T2.4V_2025-07-29-17-39-52_20_28_8_,1,0.9497,gypsum,8.0,2.4,9.5,gypsum_new,275,0.017592292,0.195450869473543,0.050327778,0.6182365417480469,23.307387381258877,0.4651960376941755,22.730287551879883,25.075870513916016,0.2785348364725054,0.2011223156553312,0.3042786892977602,0.5216074844885397,0.5001036376023716,56.11333333333334,62.421052631578945,65,1,1.061776061776062,0.0,9.8,1.612791485131622,1.846049275884764,0.009285935,1.075876506608336,24.534559476943244,23.926675498485565,23.34367867708206,23.084698529587577,22.989710511832403,357,0.8095238095238095,62.04163026809693,0.8977928768446752,0.3016030207325315,22.990665435791016,23.441251754760746,0.4505863189697265
T2.4V_2025-07-17-18-57-25_22_34_12_,1,0.9497,gypsum,12.0,2.4,9.5,gypsum_new,207,0.007513127,0.0560836423422408,0.017497381,0.1049938201904296,25.680616609693153,0.5123627442434685,24.038808822631836,27.30175209,0.144434065422333,0.086450945,0.1595659302052681,0.5365091086374613,0.5251944512532265,61.7,60.81578947368421,68,1,1.0272952853598014,0.0,9.0,0.3941338989216014,0.3423834312864353,0.001546501,1.0631268129344311,26.465040060190056,26.177663723627727,25.69097631117877,25.39482177098592,25.306831783718533,272,1.0625,57.79898953437805,0.7786453915212759,1.7060977714107486,25.343467712402344,25.95623016357422,0.612762451
T2.4V_2025-07-29-17-27-52_20_32_12_,1,0.9497,gypsum,12.0,2.4,9.5,gypsum_new,439,0.0234864060409872,0.2410802819462745,0.082883835,0.980121612548828,23.31440358711538,0.4216952407630934,22.82628822,25.356828689575195,0.4033708448905116,0.2821343647718617,0.4262610198696563,0.5377540935388024,0.4903009362080248,88.36,110.23684210526316,117,1,1.0402843601895737,0.0,9.4,2.125796636441206,4.3416905072276775,0.0169851008619158,1.087603574967217,24.97926239740281,24.07441552947549,23.456426938374836,23.206929570750187,23.12399005889893,575,0.92,78.76955187320709,0.8891143809617358,0.2456036926359195,23.059072494506836,23.37310791015625,0.314035415649414
T2.6V_2025-07-25-18-32-38_20_26_6_,1,1.06148,gypsum,6.0,2.6,11.5,gypsum_new,341,0.0171951314720786,0.1784644196809566,0.042179823,0.4055137634277344,22.93370566617009,0.3731705402645379,22.42790985107422,24.47111701965332,0.2829779808785128,0.2077264490062317,0.3096543756747891,0.4163430677056751,0.4006106515111287,61.53333333333333,69.89473684210526,74,1,1.063962559,0.0,9.4,1.7156662202184128,2.3767732152432126,0.007931464,1.067037197383722,23.834985733032227,23.596034387747448,23.082784497737883,22.826416713984933,22.739034726069523,440,0.9090909090909092,67.11269795894623,0.951381817427366,0.2732266160335737,22.689109802246097,23.03171157836914,0.3426017761230469
T2.6V_2025-07-29-17-14-55_20_28_8_,1,1.06148,gypsum,8.0,2.6,11.5,gypsum_new,426,0.0173832585074456,0.1747491773865022,0.043245203,0.5618724822998047,23.67943757607903,0.4318342563848462,23.154748916625977,25.530359268188477,0.2270974568564247,0.1753103696497771,0.2389913970875632,0.4674767516786512,0.4548367525287617,70.29333333333334,75.36842105263158,80,1,1.0364963503649636,0.0,9.8,1.921403051810972,3.271604681,0.006777035,1.078165779324896,25.111512002490816,24.34643859021804,23.74693082846128,23.532262215743195,23.42816146401798,528,0.9166666666666666,77.69848394393921,0.8867360670701275,0.2843037122349676,23.41400146484375,23.76764488220215,0.3536434173583984
T2.6V_2025-07-29-17-02-30_20_32_12_,1,1.06148,gypsum,12.0,2.6,11.5,gypsum_new,489,0.0244038292374705,0.2242565428064864,0.083417892,0.8410663604736328,23.662372544177465,0.4579579014529198,23.154748916625977,25.87652015686035,0.3573932573800694,0.2480513666695111,0.3865554591141844,0.5508967179405172,0.5144103191329128,94.16666666666669,113.1842105263158,122,1,1.0338266384778012,0.0,9.8,2.0941699038212227,4.157328208598116,0.013756905,1.093572510894632,25.452593712579635,24.55687531302957,23.850646605858437,23.576065173020233,23.449287788288014,624,0.9230769230769232,82.76955187320709,0.8969691687060772,0.2448820604743157,23.386743545532227,23.72690200805664,0.340158462524414
T2.6V_2025-07-25-18-06-58_20_34_14_,1,1.06148,gypsum,14.0,2.6,11.5,gypsum_new,349,0.033226118,0.3168009181418902,0.092335343,0.9544239044189452,23.06685205246453,0.506222348,22.469200134277344,25.22313690185547,0.5039334545270705,0.3533985277119446,0.5403740891071322,0.6312969088112129,0.5775439552621727,93.50666666666666,115.34210526315788,127,1,1.0624048706240488,0.0,9.8,1.657186572837589,2.2420687699279576,0.0172466731254356,1.0934798057613828,24.422247705005464,24.09978512922923,23.391914116708858,22.98178036459561,22.818642301992934,437,0.8260869565217391,68.28427076339722,0.940576100705288,0.3177041402261787,22.716562271118164,23.23668861,0.5201263427734375
T2.8V_2025-07-25-19-31-52_20_26_6_,1,1.13921,gypsum,6.0,2.8,13.0,gypsum_new,360,0.0172563923729791,0.1746965885162339,0.042445218,0.4861583709716797,22.90975311628977,0.4177303107006558,22.40037727355957,24.619293212890625,0.2717989532571085,0.1956863379301842,0.288105625576442,0.4551820223451541,0.4390117555511498,66.09333333333333,73.44736842105263,77,1,1.0557184750733135,0.0,9.8,1.7674220557536928,2.4836349621376312,0.00756227,1.0746206250204111,23.67255746750605,23.496048879623412,23.05798790852229,22.778441742284976,22.688670936895875,483,0.9130434782608696,69.35533845424652,0.9404865172772676,0.2932647497028345,22.647911071777344,23.004350662231445,0.3564395904541015
T2.8V_2025-07-25-19-15-29_20_30_10_,1,1.13921,gypsum,10.0,2.8,13.0,gypsum_new,311,0.027343323321643,0.2669417697133767,0.060795871,0.6556644439697266,23.41555192561012,0.5656295815769569,22.730287551879883,25.543699264526367,0.4041695255054244,0.2954657856981096,0.4381440582766025,0.6252057860207171,0.6030016674058497,77.89333333333333,88.23684210526316,97,1,1.0705679862306368,0.0,9.4,1.5436154617832745,1.6464387968477538,0.0124504026257756,1.0908860634879438,24.735270000639417,24.3323318362236,23.61259028786107,23.23950217853893,23.08554175921849,399,0.9047619047619048,63.69848430156708,0.9631902020267724,0.378783009,23.018035888671875,23.604583740234375,0.586547852
T2.8V_2025-07-25-19-06-06_20_34_14_,1,1.13921,gypsum,14.0,2.8,13.0,gypsum_new,363,0.035436198,0.3509000983119996,0.1020663125174386,1.0870895385742188,22.91658653637595,0.6002028183219378,22.248804092407227,25.45030403137207,0.5818191825332406,0.4084738892344181,0.6247256360434967,0.7297270535316249,0.6788211337057573,103.88,128.73684210526315,138,1,1.069219440353461,0.0,9.8,1.7913444676924912,2.6759496260244644,0.020605284,1.1105626045560626,24.56302311306908,24.078574466705323,23.161977608998615,22.75028879625084,22.624486222559092,440,0.9090909090909092,68.87005710601807,0.961735401803698,0.3669770573442759,22.52422523498535,23.072738647460938,0.5485134124755859
T3.0V_2025-07-28-16-17-19_20_26_6_,1,1.28246,gypsum,6.0,3.0,16.0,gypsum_new,184,0.0193227195869322,0.2153305592744239,0.033948421,0.2584114074707031,22.890103542493733,0.277366453,22.345291137695312,23.808364868164062,0.2998419852769605,0.2251070966582352,0.3215100765228271,0.3076869169215097,0.2923604230921924,36.093333333333334,43.84210526,48,1,1.0855457227138643,0.0,9.2,1.0239124054567033,0.2224410394796372,0.005494722,1.0401160844015251,23.627206802368164,23.404082196099417,23.034752112168533,22.81716944954612,22.715857243537904,240,0.9375,48.62741661071777,0.9778343547640462,0.3470764231878929,22.675373077392575,23.045387268066406,0.3700141906738281
T3.0V_2025-07-29-15-45-24_20_28_8_,1,1.28246,gypsum,8.0,3.0,16.0,gypsum_new,190,0.0291308352821761,0.3346613633005226,0.053396861,0.5208683013916016,24.02426425712987,0.5226398696232637,23.16841506958008,25.690277099609375,0.4582384022319075,0.3501150149295194,0.4780615856772954,0.546770504,0.5387497391030532,59.11333333333334,65.36842105263158,69,1,1.1078717201166182,0.0,9.8,1.0257484920123148,0.232782829955596,0.006796276,1.0693470911178922,25.355091836717392,24.87890953,24.22503486046424,23.82953694060042,23.65105021627326,238,0.8235294117647058,48.62741649150848,1.009720262587411,0.6579806991753104,23.631772994995117,24.33960247039795,0.707829475
T3.0V_2025-07-28-16-03-14_20_30_10_,1,1.28246,gypsum,10.0,3.0,16.0,gypsum_new,285,0.0173121312905474,0.169421620954548,0.0523725237165178,0.4621429443359375,22.727802446465745,0.3401269634687843,22.20741271972656,23.971080780029297,0.3204128311171324,0.2220376824719173,0.3456948732074956,0.4177705130532076,0.3844055171347825,57.21333333333333,70.68421053,74,1,1.0614525139664803,0.0,7.4,1.375384835174024,1.3177918199961534,0.0116669988638141,1.0547029716793797,23.566133205707256,23.330150683720905,22.880412415454263,22.60526626586914,22.508743464946747,380,0.95,62.52691113948822,0.9160533649133188,0.2926866932202002,22.48296546936035,22.867416381835938,0.3844509124755859
T3.0V_2025-07-28-15-54-48_20_34_14_,1,1.28246,gypsum,14.0,3.0,16.0,gypsum_new,283,0.0265563535573655,0.2881643005478906,0.081352234,0.8561305999755859,22.63263946,0.379517712,22.06934166,24.147066116333008,0.4783930245531247,0.3421219333069058,0.5124586664745756,0.4886164745611482,0.4408531629257122,74.38666666666667,93.76315789473684,101,1,1.0740037950664136,0.0,9.6,1.4601153441209709,1.5777050677063986,0.015978452770695,1.0669133913291629,23.718687717731186,23.423605779806778,22.89986162436636,22.574568579594295,22.45336238861084,360,0.9,60.87005722522736,0.9598179761816236,0.3216359826835103,22.359067916870117,22.78516197,0.4260940551757812
temp_2025-3-7-19-45-8_21.4_26_4.6_,1,0.49703,gypsum,4.6,1.6,3.3,gypsum_old,219,0.013678712,0.1452233214356582,0.035536176,0.4203968048095987,23.024562473906773,0.2968994504069945,22.57921982,24.13353157,0.2011285209793245,0.1439167734549619,0.2155034748930866,0.3371188076500352,0.3191659802317819,34.593333333333334,40.23684210526316,45,1,1.0814814814814817,0.0,8.2,1.2406742097246568,0.7281468668265383,0.006030936,1.0481646110663163,23.825955757727993,23.509407414330383,23.113514840602875,22.907358274067903,22.817560282620516,304,0.8421052631578947,53.11269783973694,0.9755673459667568,0.2922155593014102,22.81258202,23.15474892,0.3421669006348011
