video_id,hole_id,airflow_rate,material,delta_T,voltage,pressure_Pa,hotspot_area,hotspot_avg_temp_change_rate_initial,hotspot_avg_temp_change_magnitude_initial,peak_pixel_temp_change_rate_initial,peak_pixel_temp_change_magnitude_initial,temp_mean_avg_initial,temp_std_avg_initial,temp_min_overall_initial,temp_max_overall_initial,stabilized_mean_deltaT,overall_mean_deltaT,max_abs_mean_deltaT,stabilized_std_deltaT,overall_std_deltaT,mean_area_significant_change,stabilized_area_significant_change,max_area_significant_change,num_hotspots,hotspot_solidity,centroid_distance,time_to_peak_mean_temp,temperature_skewness,temperature_kurtosis,rate_of_std_change_initial,peak_to_average_ratio,radial_profile_0,radial_profile_1,radial_profile_2,radial_profile_3,radial_profile_4,bbox_area,bbox_aspect_ratio
T1.4V_2025-07-17-17-36-27_22_26_4_,1,0.41474,gypsum,4.0,1.4,2.5,806,0.0046549960987686,0.0344935646719726,0.0047213690621512,0.052896499633789,25.172494272132663,0.3552420386822188,23.509334564208984,26.43317222595215,0.0482347572972333,0.0347761347591638,0.065783278226263,0.3576265213077823,0.3565573946082691,127.2,131.6315789473684,141,1,0.9987608426270136,0.0,9.4,-0.2772199306159097,1.1616404484930785,0.0004101830303041,1.0500815668161707,25.2843990749783,25.307154771259853,25.228836823317963,25.146456450026555,25.06938481618123,961,1.0
T1.4V_2025-07-17-17-08-40_22_30_8_,1,0.41474,gypsum,8.0,1.4,2.5,283,0.0036329721346713,0.025830090256548,0.0107621037682821,0.0396575927734375,25.34505454262238,0.3771628742388413,23.94398307800293,26.538854598999023,0.0360380342642092,0.0311153355251361,0.0593694882342354,0.3877456866388854,0.3842799150681937,46.39333333333333,47.10526315789474,52,3,0.7256410256410256,0.0,9.6,-0.0024886101304834,0.7322438474556647,0.0018035946815994,1.0471018933642084,25.80652644183185,25.45913529396057,25.228734048207603,25.08229959578741,24.63341236114502,621,1.173913043478261
T1.4V_2025-08-01-18-56-23_20_28_8_,1,0.41474,gypsum,8.0,1.4,2.5,173,0.0132188022336156,0.133606442137264,0.0282478332519531,0.3294849395751953,22.16109039306641,0.1801807105003502,21.62618637084961,22.853710174560547,0.1957522047882513,0.138810030692806,0.2197012818617629,0.2387054218901977,0.2132795885075609,14.786666666666669,20.894736842105264,25,1,1.067901234567901,0.0,9.8,0.9870805807435888,1.0797321037868883,0.0064670318774204,1.0312538674410552,22.58115915151743,22.40237069129944,22.23609865122828,22.105810048628825,22.014037749346564,247,0.6842105263157895
T1.4V_2025-08-01-18-45-09_20_32_12_,1,0.41474,gypsum,12.0,1.4,2.5,196,0.014512636223618,0.1518103443846428,0.0352260393974108,0.4399299621582031,22.06259722067385,0.1701225157016998,21.62618637084961,22.7851619720459,0.2485997866355009,0.172546194491744,0.2749909965359443,0.2406058320035906,0.2095128119475848,17.68,27.5,32,1,1.0343007915567282,0.0,9.8,0.996174563103528,1.2057401385331454,0.0072239255884547,1.0327506659413137,22.518255160405086,22.318761666615803,22.128948254371757,22.014775611736155,21.95625604901995,294,0.6666666666666666
T1.6V_2025-07-28-18-04-15_20_26_6_,1,0.38087,gypsum,6.0,1.6,2.2,200,0.0122645473480235,0.136341886520384,0.0340216500418526,0.3810043334960937,22.926778589630125,0.1997908816957674,22.565473556518555,23.754060745239254,0.2113650457482583,0.1530272063573196,0.2321437454223627,0.2458959869024505,0.227510453893931,20.82,27.605263157894736,33,1,1.0389610389610389,0.0,8.8,1.4256058205766458,1.6880413410563664,0.0067504239312697,1.036083663144168,23.584602649395283,23.20372398694356,22.916148436696904,22.8320629269469,22.79429833094279,304,0.8421052631578947
T1.6V_2025-08-01-18-32-31_20_28_12_,1,0.38087,gypsum,12.0,1.6,2.2,151,0.0174377117199089,0.1961664364037929,0.0424495903221336,0.519256591796875,22.474243972727795,0.2331479505332408,21.944915771484375,23.400367736816406,0.2287064928258921,0.1815397718989574,0.2492724664953378,0.2925061351248858,0.2661562562872157,20.793333333333333,26.5,29,1,1.0747330960854091,0.0,9.6,1.1251778279479605,0.8846769874595064,0.0099904531211803,1.0412082277478367,23.213904062906902,22.847609792436874,22.56216263771057,22.415535680178937,22.29960815111796,221,0.7647058823529411
T1.6V_2025-08-01-18-20-58_20_32_12_,1,0.38087,gypsum,12.0,1.6,2.2,158,0.0178536754685834,0.1770475967020957,0.0373372164639559,0.3974761962890625,22.317153586858435,0.17877130686013,21.86186981201172,23.045387268066406,0.2604448660304765,0.1886044136079566,0.2854463601414174,0.2583865570592848,0.2202708121015317,17.866666666666667,26.973684210526315,31,1,1.0748299319727892,0.0,9.8,0.9912595582881744,0.9106964441035252,0.0066949394409567,1.032631118407358,22.795731014675564,22.614405340618557,22.40346857070923,22.288856794667797,22.177375030517577,234,0.7222222222222222
T1.6V_2025-07-28-17-36-55_20_34_14_,1,0.38087,gypsum,14.0,1.6,2.2,237,0.0157250480812813,0.1853969831506887,0.0471133655971951,0.4616851806640625,23.11042350640277,0.213417362444376,22.757728576660156,24.06588554382324,0.2629828981471109,0.2053531112348972,0.2866396924111392,0.2862375791385999,0.2541700177057578,31.946666666666665,42.026315789473685,47,1,1.0651685393258428,0.0,9.4,1.4932009989969477,1.859040767801802,0.0096072722711932,1.0413433374406038,23.742827635545,23.536228974660236,23.212966243426006,23.034891817304825,22.985917531527004,340,0.85
T1.8V_2025-07-25-17-05-54_20_26_6_,1,0.49703,gypsum,6.0,1.8,3.3,289,0.0155676871435019,0.1630446028131942,0.0522410563933543,0.5842666625976562,22.648057345618017,0.3139622836891529,22.221220016479492,23.984634399414062,0.2785840012774938,0.1950716751257042,0.2964071386000704,0.3885098639002807,0.3588954919216833,46.906666666666666,57.05263157894737,63,1,1.078358208955224,0.0,8.4,1.7011521151942277,2.5324051003425208,0.0109127386605607,1.0590150860799834,23.44546266702505,23.247544917193327,22.810230687260628,22.568687910985464,22.481053062107257,360,0.9
T1.8V_2025-07-25-16-47-16_20_30_10_,1,0.49703,gypsum,10.0,1.8,3.3,284,0.0151691974048884,0.182790024179809,0.0608699552474483,0.5801601409912109,23.0697915298838,0.3816930272782007,22.565473556518555,24.713470458984375,0.3960718889427329,0.2617613098878818,0.4253252459243981,0.4704494437752496,0.4326452187143286,59.66,76.47368421052632,83,1,1.083969465648855,0.0,9.8,1.6918373725317235,2.4849351760268377,0.0124767316709078,1.0712481049935545,24.032439451951248,23.79461234807968,23.231815990648773,22.987115559370626,22.86889393546365,360,0.9
T1.8V_2025-08-01-17-59-10_20_32_12_,1,0.49703,gypsum,12.0,1.8,3.3,244,0.016137871803048,0.1727026876856072,0.0514364242553711,0.5065536499023438,22.29384471064709,0.2063905133945424,21.806468963623047,23.25034523010254,0.2885315862578279,0.199803146091314,0.3087271393322552,0.3177477332140145,0.2640059257797401,31.28,43.26315789473684,46,1,1.0317124735729386,0.0,9.8,1.349153912313893,1.787274144046199,0.0097189206973432,1.0429042424880015,22.850993474324543,22.608734528223675,22.380952657972063,22.24492347562635,22.196932392735636,345,0.6521739130434783
T2.0V_2025-07-28-17-12-33_20_26_6_,1,0.60481,gypsum,6.0,2.0,4.5,154,0.0181067726828835,0.1752882003784179,0.0386837550571986,0.393157958984375,23.27665818573592,0.2482025800771494,22.7851619720459,24.174100875854492,0.2778335217327929,0.1997715860011783,0.3971200422807186,0.3002813596807221,0.2789095734400055,25.606666666666666,34.421052631578945,51,1,1.1,0.0,9.4,1.0636612860061885,0.5011374721635979,0.0073266432941361,1.038555478323281,23.98306390974257,23.741002559661865,23.43903949856758,23.21420826346187,23.121887023632343,210,0.9333333333333332
T2.0V_2025-07-17-18-13-32_22_30_8_,1,0.60481,gypsum,8.0,2.0,4.5,225,0.0062714188187208,0.042261106703016,0.0081980228424072,0.0787162780761718,25.783996334160697,0.4923857507437026,23.957536697387695,27.275537490844727,0.0795034832424579,0.0534049788298421,0.1027281019422723,0.501807473567189,0.4982142412700003,62.473333333333336,62.026315789473685,68,2,0.8620689655172413,12.83329668442779,6.6,0.0526351099435227,0.715514093414201,0.0007369475797339,1.0578475554120337,26.540065538315545,26.003187668950932,25.668337018302317,25.429109032089645,24.604209899902344,378,0.8571428571428571
T2.0V_2025-08-01-17-46-36_20_28_8_,1,0.60481,gypsum,8.0,2.0,4.5,227,0.0133146878581185,0.1559818116578775,0.0401266689958243,0.4654464721679687,22.23675465453563,0.2396661605941339,21.806468963623047,23.19573402404785,0.2473267118090026,0.1767862080757494,0.2603683975824715,0.3205516056117451,0.2843427794949885,32.446666666666665,40.973684210526315,44,1,1.0783847980997625,0.0,9.4,1.441726406410663,1.6870682127315009,0.008581212013722,1.0431258690582628,22.932947085453915,22.625132950869475,22.314040318131447,22.162300171790186,22.09052891566835,285,0.7894736842105263
T2.0V_2025-07-28-16-55-19_20_30_10_,1,0.60481,gypsum,10.0,2.0,4.5,182,0.0278850377760021,0.2987056564498722,0.056101868792278,0.5412845611572266,23.302973014915388,0.3076611876204043,22.716562271118164,24.4036922454834,0.3252579356425742,0.2825540250561597,0.3870555856725666,0.3860941104360809,0.3525036049859854,42.68666666666667,47.23684210526316,57,1,1.103030303030303,0.0,9.8,1.1543546486404863,0.6564877094017638,0.009623764526317,1.0472351416217784,24.260343021816677,23.943405185426982,23.550908654928207,23.24738761957954,23.09840594397651,225,1.0
