epoch,train_loss,train_mae,val_mae,val_rmse,val_r2
0,0.06020642873985228,0.3374483,0.25944084,0.31869832,-0.24910891
1,0.03771847232064723,0.25927323,0.25831404,0.3091555,-0.17542446
2,0.038397036140267946,0.26310176,0.25733748,0.30925882,-0.17621028
3,0.036638957239461666,0.25591692,0.2557975,0.30165225,-0.11906147
4,0.03675446036708105,0.25691053,0.25459558,0.29919025,-0.10086882
5,0.037117571501812455,0.25900397,0.2591749,0.31695902,-0.23551202
6,0.037276153704086386,0.25985888,0.25632337,0.3051241,-0.1449691
7,0.036809589840593314,0.25722343,0.25793844,0.31209224,-0.19786179
8,0.036528795349709084,0.25682744,0.25575995,0.30127844,-0.1162895
9,0.03603998957709833,0.25412074,0.25673652,0.30570388,-0.1493243
10,0.03712970935120866,0.2592042,0.25876477,0.31427222,-0.21465433
11,0.03637814116783631,0.25552434,0.27037916,0.3327909,-0.3620205
12,0.0363660686013304,0.2569345,0.25801355,0.31335238,-0.20755434
13,0.036405208570522304,0.25595903,0.2606022,0.31919697,-0.25302076
14,0.036515800984867244,0.25685698,0.26236752,0.3229452,-0.28262115
15,0.03554375020913033,0.2537305,0.2568492,0.3049772,-0.14386702
16,0.03617115064343928,0.2548913,0.2581638,0.3112779,-0.19161868
17,0.035449747140313084,0.2528408,0.25775063,0.30780798,-0.1652
18,0.035704006266721586,0.2540038,0.2585394,0.31231403,-0.19956481
19,0.036110932564488794,0.25510782,0.25805113,0.30982006,-0.18048322
20,0.035715632304757626,0.25472534,0.25692433,0.3057707,-0.14982677
21,0.035544994595896946,0.2534154,0.2568492,0.30754605,-0.16321778
22,0.035364113709865475,0.25204623,0.25639847,0.303804,-0.1350832
23,0.03505736399085927,0.25137058,0.25681165,0.30332303,-0.13149214
24,0.035369073059453277,0.25166523,0.25677407,0.304232,-0.13828373
25,0.03527639885291909,0.25161758,0.256098,0.30039102,-0.10972309
26,0.03535489475740975,0.25167695,0.2542951,0.29586124,-0.07650709
27,0.035235401942657354,0.2507516,0.25485852,0.2976935,-0.0898819
28,0.03500221624692559,0.24999954,0.25324342,0.29261556,-0.053017616
29,0.03462563395274408,0.24833207,0.25087714,0.28767872,-0.01778543
30,0.035329400541343335,0.25049236,0.25132787,0.28823692,-0.021738887
31,0.03487671084337301,0.24988721,0.24494265,0.28159437,0.024811327
32,0.03392590724088095,0.24584486,0.25459892,0.28851578,-0.023716927
33,0.03467359373688976,0.2490239,0.26154754,0.29387972,-0.062135577
34,0.034567233345239035,0.24810259,0.27086246,0.3058662,-0.15054524
35,0.03364816006177511,0.24400204,0.2762711,0.31550044,-0.22416699
36,0.0340424130959458,0.24501611,0.27078733,0.3075628,-0.16334438
37,0.034509667910479165,0.24736851,0.28205535,0.32777378,-0.32126272
38,0.03452489983924341,0.24757248,0.27893788,0.32221317,-0.27681303
39,0.03374043208761857,0.24347678,0.2418285,0.2759538,0.06348765
40,0.03360822549163601,0.24363203,0.2566658,0.29731223,-0.08709192
41,0.03373803007505977,0.24370459,0.22113289,0.27028266,0.10158485
42,0.033900788767667084,0.24312177,0.24945426,0.28848898,-0.023526788
43,0.03369656191478833,0.24315837,0.28291923,0.3331404,-0.3648826
44,0.03367607104559461,0.2442092,0.21389116,0.2706557,0.09910315
45,0.033646633636666624,0.24357995,0.19259459,0.25567308,0.19608378
46,0.03398978680302769,0.24473493,0.24059008,0.29111186,-0.04222262
47,0.03394785385604922,0.24425171,0.2677825,0.31859618,-0.24830842
48,0.03366306946549938,0.2437601,0.20671718,0.26562616,0.13227439
49,0.03409846634332672,0.24576452,0.2687977,0.3181575,-0.24487317
50,0.03341849648104959,0.2434524,0.23499256,0.27543327,0.06701732
51,0.0337740382201327,0.2434819,0.2706371,0.319721,-0.2571385
52,0.03402922621348521,0.24549125,0.24772543,0.29420024,-0.0644536
53,0.03370866893610476,0.24383724,0.26973563,0.32204983,-0.2755189
54,0.03345496762535233,0.24212837,0.26023296,0.30195138,-0.12128186
55,0.033482366894525946,0.242072,0.21369706,0.26035857,0.1663487
56,0.03339193731780861,0.24279763,0.22023144,0.26708025,0.122748256
57,0.033844040021612926,0.24405484,0.21918082,0.27761087,0.052206635
58,0.033188269799683756,0.24176992,0.2649655,0.30984008,-0.18063581
59,0.033136867591134316,0.24123812,0.2030363,0.26668376,0.12535077
60,0.03307130801163631,0.24111328,0.24652457,0.29463625,-0.0676111
61,0.03357434410315294,0.24393928,0.24844013,0.29448107,-0.066486835
62,0.03346109462506843,0.2429183,0.23307806,0.27960175,0.03856361
63,0.033282107434350575,0.24192862,0.26740798,0.32097322,-0.26700485
64,0.033142796053718296,0.24112256,0.21471748,0.27614176,0.062211394
65,0.033048601074270156,0.24098103,0.21180463,0.27706495,0.055930555
66,0.033636674439504154,0.24297513,0.23326477,0.28083512,0.030062973
67,0.03278294381075528,0.23941019,0.22143443,0.2806539,0.031314313
68,0.0337466677863559,0.24405737,0.17685692,0.25133726,0.2231189
69,0.033516361027747604,0.24186334,0.22819525,0.28388506,0.0088810325
70,0.03273474400415843,0.24067113,0.26616743,0.32441938,-0.29435766
71,0.033385628022444554,0.24165438,0.23334098,0.2804287,0.032868326
72,0.03353192115393586,0.24220307,0.241792,0.2903919,-0.03707373
73,0.033331537995235624,0.24255922,0.26192313,0.31858844,-0.24824762
74,0.03350277314253482,0.24219507,0.26060855,0.30350852,-0.13287616
75,0.032984149310138676,0.24087845,0.2619607,0.3158554,-0.22692311
76,0.03332026677427592,0.2417505,0.20446357,0.26738793,0.12072581
77,0.033159283500833386,0.24117583,0.19950564,0.26334685,0.1471023
78,0.032644101410305305,0.23897491,0.21246387,0.2727884,0.08484954
79,0.0334923204390597,0.24218932,0.20115829,0.26344585,0.14646077
80,0.03327769706056113,0.24106246,0.20953418,0.27172852,0.09194696
81,0.03321021008142433,0.24040581,0.23743503,0.28906065,-0.027587175
82,0.03324191565766479,0.24128248,0.2104732,0.2712189,0.09534997
83,0.03298365579514237,0.24065058,0.19864176,0.2614741,0.15918952
84,0.03352830106943915,0.24254958,0.18579623,0.2534706,0.20987487
85,0.03359388899066787,0.24298696,0.17535451,0.25453705,0.20321208
86,0.03390430088539224,0.24378455,0.26474014,0.3174958,-0.23970032
