video_id,hole_id,airflow_rate,material,delta_T,voltage,pressure_Pa,hotspot_area,hotspot_avg_temp_change_rate_initial,hotspot_avg_temp_change_magnitude_initial,peak_pixel_temp_change_rate_initial,peak_pixel_temp_change_magnitude_initial,temp_mean_avg_initial,temp_std_avg_initial,temp_min_overall_initial,temp_max_overall_initial,stabilized_mean_deltaT,overall_mean_deltaT,max_abs_mean_deltaT,stabilized_std_deltaT,overall_std_deltaT,mean_area_significant_change,stabilized_area_significant_change,max_area_significant_change,num_hotspots,hotspot_solidity,centroid_distance,time_to_peak_mean_temp,temperature_skewness,temperature_kurtosis,rate_of_std_change_initial,peak_to_average_ratio,radial_profile_0,radial_profile_1,radial_profile_2,radial_profile_3,radial_profile_4,bbox_area,bbox_aspect_ratio
T1.4V_2025-07-17-17-36-27_22_26_4_,1,0.41474,gypsum,4.0,1.4,2.5,806,0.0046549960987686,0.0344935646719726,0.0047213690621512,0.052896499633789,25.172494272132663,0.3552420386822188,23.509334564208984,26.43317222595215,0.0482347572972333,0.0347761347591638,0.065783278226263,0.3576265213077823,0.3565573946082691,127.2,131.6315789473684,141,1,0.9987608426270136,0.0,9.4,-0.2772199306159097,1.1616404484930785,0.0004101830303041,1.0500815668161707,25.2843990749783,25.307154771259853,25.228836823317963,25.146456450026555,25.06938481618123,961,1.0
T1.4V_2025-07-17-17-08-40_22_30_8_,1,0.41474,gypsum,8.0,1.4,2.5,283,0.0036329721346713,0.025830090256548,0.0107621037682821,0.0396575927734375,25.34505454262238,0.3771628742388413,23.94398307800293,26.538854598999023,0.0360380342642092,0.0311153355251361,0.0593694882342354,0.3877456866388854,0.3842799150681937,46.39333333333333,47.10526315789474,52,3,0.7256410256410256,0.0,9.6,-0.0024886101304834,0.7322438474556647,0.0018035946815994,1.0471018933642084,25.80652644183185,25.45913529396057,25.228734048207603,25.08229959578741,24.63341236114502,621,1.173913043478261
T1.4V_2025-08-01-18-56-23_20_28_8_,1,0.41474,gypsum,8.0,1.4,2.5,173,0.0132188022336156,0.133606442137264,0.0282478332519531,0.3294849395751953,22.16109039306641,0.1801807105003502,21.62618637084961,22.853710174560547,0.1957522047882513,0.138810030692806,0.2197012818617629,0.2387054218901977,0.2132795885075609,14.786666666666669,20.894736842105264,25,1,1.067901234567901,0.0,9.8,0.9870805807435888,1.0797321037868883,0.0064670318774204,1.0312538674410552,22.58115915151743,22.40237069129944,22.23609865122828,22.105810048628825,22.014037749346564,247,0.6842105263157895
T1.4V_2025-08-01-18-45-09_20_32_12_,1,0.41474,gypsum,12.0,1.4,2.5,196,0.014512636223618,0.1518103443846428,0.0352260393974108,0.4399299621582031,22.06259722067385,0.1701225157016998,21.62618637084961,22.7851619720459,0.2485997866355009,0.172546194491744,0.2749909965359443,0.2406058320035906,0.2095128119475848,17.68,27.5,32,1,1.0343007915567282,0.0,9.8,0.996174563103528,1.2057401385331454,0.0072239255884547,1.0327506659413137,22.518255160405086,22.318761666615803,22.128948254371757,22.014775611736155,21.95625604901995,294,0.6666666666666666
T1.6V_2025-07-28-17-46-40_20_30_10_,1,0.38087,gypsum,10.0,1.6,2.2,192,0.0169271727403005,0.1579675177733079,0.0425993010055187,0.475168228149414,23.022426872849465,0.2525842571909867,22.59295654296875,24.038808822631836,0.3015733659267411,0.2023215268055585,0.4306769867738076,0.3063723765776379,0.2827195918742294,28.766666666666666,39.73684210526316,54,1,1.0909090909090908,0.0,9.2,1.3563601343748657,1.32795818923279,0.0069047288939906,1.0441474721755333,23.73412036895752,23.517958879470825,23.18784587199871,22.978057670593262,22.897942543029785,240,0.9375
T1.6V_2025-08-01-18-32-31_20_28_12_,1,0.38087,gypsum,12.0,1.6,2.2,151,0.0174377117199089,0.1961664364037929,0.0424495903221336,0.519256591796875,22.474243972727795,0.2331479505332408,21.944915771484375,23.400367736816406,0.2287064928258921,0.1815397718989574,0.2492724664953378,0.2925061351248858,0.2661562562872157,20.793333333333333,26.5,29,1,1.0747330960854091,0.0,9.6,1.1251778279479605,0.8846769874595064,0.0099904531211803,1.0412082277478367,23.213904062906902,22.847609792436874,22.56216263771057,22.415535680178937,22.29960815111796,221,0.7647058823529411
T1.6V_2025-07-28-17-36-55_20_34_14_,1,0.38087,gypsum,14.0,1.6,2.2,237,0.0157250480812813,0.1853969831506887,0.0471133655971951,0.4616851806640625,23.11042350640277,0.213417362444376,22.757728576660156,24.06588554382324,0.2629828981471109,0.2053531112348972,0.2866396924111392,0.2862375791385999,0.2541700177057578,31.946666666666665,42.026315789473685,47,1,1.0651685393258428,0.0,9.4,1.4932009989969477,1.859040767801802,0.0096072722711932,1.0413433374406038,23.742827635545,23.536228974660236,23.212966243426006,23.034891817304825,22.985917531527004,340,0.85
T1.8V_2025-07-25-17-05-54_20_26_6_,1,0.49703,gypsum,6.0,1.8,3.3,289,0.0155676871435019,0.1630446028131942,0.0522410563933543,0.5842666625976562,22.648057345618017,0.3139622836891529,22.221220016479492,23.984634399414062,0.2785840012774938,0.1950716751257042,0.2964071386000704,0.3885098639002807,0.3588954919216833,46.906666666666666,57.05263157894737,63,1,1.078358208955224,0.0,8.4,1.7011521151942277,2.5324051003425208,0.0109127386605607,1.0590150860799834,23.44546266702505,23.247544917193327,22.810230687260628,22.568687910985464,22.481053062107257,360,0.9
T1.8V_2025-08-01-18-10-03_20_28_8_,1,0.49703,gypsum,8.0,1.8,3.3,159,0.0184946040187498,0.2011093763435383,0.0410366058349609,0.5056324005126953,22.363391354638825,0.2758507035074407,21.875717163085938,23.386743545532227,0.2920817018778492,0.2169855483273029,0.3205730990043953,0.3639370727527455,0.324670701981056,29.813333333333333,37.18421052631579,39,1,1.092783505154639,0.0,9.8,1.206770687460482,0.7745214487169725,0.0092479402438024,1.0457601521462052,23.298072708977593,22.85458540916443,22.43004282315572,22.269598155551485,22.173697359421674,234,0.7222222222222222
T1.8V_2025-07-25-16-47-16_20_30_10_,1,0.49703,gypsum,10.0,1.8,3.3,284,0.0151691974048884,0.182790024179809,0.0608699552474483,0.5801601409912109,23.0697915298838,0.3816930272782007,22.565473556518555,24.713470458984375,0.3960718889427329,0.2617613098878818,0.4253252459243981,0.4704494437752496,0.4326452187143286,59.66,76.47368421052632,83,1,1.083969465648855,0.0,9.8,1.6918373725317235,2.4849351760268377,0.0124767316709078,1.0712481049935545,24.032439451951248,23.79461234807968,23.231815990648773,22.987115559370626,22.86889393546365,360,0.9
T1.8V_2025-07-25-16-37-05_20_34_14_,1,0.49703,gypsum,14.0,1.8,3.3,322,0.0281390788392244,0.2995753910230583,0.0894227235213569,0.9175338745117188,23.04584208352225,0.3976868307776213,22.510469436645508,24.834409713745117,0.4791772550287976,0.3437486827447564,0.5129947662353516,0.5342632236542079,0.4743438499416572,78.30666666666667,96.52631578947368,102,1,1.0609555189456343,0.0,9.6,1.7299266282852974,2.7276099881542777,0.0164048811268788,1.0776091246195638,24.190105165754044,23.872369468212128,23.27301575008191,22.979603082483465,22.84940044915498,420,0.9523809523809524
T2.0V_2025-07-28-17-12-33_20_26_6_,1,0.60481,gypsum,6.0,2.0,4.5,154,0.0181067726828835,0.1752882003784179,0.0386837550571986,0.393157958984375,23.27665818573592,0.2482025800771494,22.7851619720459,24.174100875854492,0.2778335217327929,0.1997715860011783,0.3971200422807186,0.3002813596807221,0.2789095734400055,25.606666666666666,34.421052631578945,51,1,1.1,0.0,9.4,1.0636612860061885,0.5011374721635979,0.0073266432941361,1.038555478323281,23.98306390974257,23.741002559661865,23.43903949856758,23.21420826346187,23.121887023632343,210,0.9333333333333332
T2.0V_2025-07-17-18-13-32_22_30_8_,1,0.60481,gypsum,8.0,2.0,4.5,225,0.0062714188187208,0.042261106703016,0.0081980228424072,0.0787162780761718,25.783996334160697,0.4923857507437026,23.957536697387695,27.275537490844727,0.0795034832424579,0.0534049788298421,0.1027281019422723,0.501807473567189,0.4982142412700003,62.473333333333336,62.026315789473685,68,2,0.8620689655172413,12.83329668442779,6.6,0.0526351099435227,0.715514093414201,0.0007369475797339,1.0578475554120337,26.540065538315545,26.003187668950932,25.668337018302317,25.429109032089645,24.604209899902344,378,0.8571428571428571
T2.0V_2025-07-28-16-55-19_20_30_10_,1,0.60481,gypsum,10.0,2.0,4.5,182,0.0278850377760021,0.2987056564498722,0.056101868792278,0.5412845611572266,23.302973014915388,0.3076611876204043,22.716562271118164,24.4036922454834,0.3252579356425742,0.2825540250561597,0.3870555856725666,0.3860941104360809,0.3525036049859854,42.68666666666667,47.23684210526316,57,1,1.103030303030303,0.0,9.8,1.1543546486404863,0.6564877094017638,0.009623764526317,1.0472351416217784,24.260343021816677,23.943405185426982,23.550908654928207,23.24738761957954,23.09840594397651,225,1.0
T2.0V_2025-07-17-18-00-56_22_34_12_,1,0.60481,gypsum,12.0,2.0,4.5,199,0.0048746328053483,0.0697577586725159,0.0135183334350585,0.1050434112548828,25.67797135262034,0.4986016155642089,24.06588554382324,27.209978103637695,0.1132591924034281,0.0828221620467056,0.1260927286579409,0.5139478590652367,0.5065943128362114,57.333333333333336,56.578947368421055,64,1,0.961352657004831,0.0,9.8,0.2836979148636258,0.2493942620477849,0.0011835884027613,1.0596622969150955,26.376602392930252,26.110181629657745,25.678577907049835,25.422904562067103,25.284573386697208,288,1.125
T2.0V_2025-08-01-17-36-02_20_32_12_,1,0.60481,gypsum,12.0,2.0,4.5,255,0.0166489117026073,0.1826660081452011,0.0555458584347286,0.6031036376953125,22.29183233373305,0.1746715021099689,21.90340232849121,23.141084671020508,0.2802616768946226,0.2039777051140287,0.3033952226825782,0.2683590972294263,0.2276104940614038,30.94,43.55263157894737,47,1,1.0450819672131149,0.0,9.8,1.3742866373024132,1.9360342847218217,0.0109148819831998,1.038097017982785,22.920907754164475,22.6836195786794,22.44574029743671,22.305202713012697,22.21368272980647,360,0.9
T2.2V_2025-07-25-17-49-55_20_26_6_,1,0.76483,gypsum,6.0,2.2,6.6,268,0.015074823058943,0.1730899383772666,0.0405426025390624,0.5407581329345703,23.01870293973097,0.3641597048183794,22.537981033325195,24.45763397216797,0.2529454710721424,0.1841488990499029,0.2808384681815532,0.4132016319915687,0.3921631079535824,48.71333333333333,55.973684210526315,63,1,1.057199211045365,0.0,9.8,1.50068895403141,1.5706320961949372,0.0068770559366777,1.0625113863367757,23.857517682589016,23.62490278482437,23.122618298781543,22.888069528214476,22.800161825644004,378,0.8571428571428571
T2.2V_2025-07-29-18-04-49_20_28_8_,1,0.76483,gypsum,8.0,2.2,6.6,251,0.0203048837181594,0.2162604540942645,0.0526283098303753,0.4982624053955078,23.152733328617902,0.4716435185515388,22.57921981811523,24.941804885864254,0.3416822425072773,0.2481775067495304,0.3785042933733784,0.5458171208140697,0.5148314256662649,56.64666666666667,63.973684210526315,67,1,1.070362473347548,0.0,9.8,1.5651616169014722,1.6812526500285303,0.010954932538746,1.07727258513512,24.39842160542806,23.780034442742664,23.186955213546753,22.94428826527423,22.843596257661517,336,0.7619047619047619
T2.2V_2025-07-25-17-32-43_20_30_10_,1,0.76483,gypsum,10.0,2.2,6.6,270,0.0276266900023086,0.3187835128219056,0.0636344485812717,0.6873435974121094,23.095340146665222,0.4583646350859572,22.455442428588867,24.87469482421875,0.4295992003546834,0.3276592522609395,0.4538010915120445,0.524132400690701,0.5009366063614747,68.98,78.52631578947368,82,1,1.0843373493975903,0.0,9.8,1.4652970978971205,1.5267286777304951,0.0109575718455011,1.0770438827163344,24.176444860605095,23.931961211291227,23.33254450559616,22.980089897805072,22.85131875818426,323,0.8947368421052632
T2.2V_2025-07-29-17-53-01_20_32_12_,1,0.76483,gypsum,12.0,2.2,6.6,404,0.0213355391818424,0.2005468547934334,0.0730436498468572,0.7517051696777344,23.109656339872004,0.4688144588844583,22.620439529418945,25.303373336791992,0.3369300288418535,0.2295876849209109,0.3654715188659061,0.5526625212388133,0.5227817174896162,73.76666666666667,87.55263157894737,94,1,1.0024813895781637,0.0,9.4,2.1650709192272366,4.30205948469278,0.0145564931872599,1.0949264222997157,24.450386001950218,23.75396528996919,23.14620670964641,22.95432118852009,22.88173066245185,572,0.8461538461538461
T2.2V_2025-07-25-17-23-25_20_34_14_,1,0.76483,gypsum,14.0,2.2,6.6,328,0.0316049299912076,0.3301842154526149,0.0939688475235648,1.0277462005615234,22.738547249654445,0.4395601821081208,22.179819107055664,24.673112869262695,0.4676227291068005,0.3495994296500358,0.5122310533756149,0.5714518977409044,0.5134354213478017,82.48666666666666,98.52631578947368,106,1,1.0807248764415156,0.0,9.8,1.6100725725672025,2.1664669476322373,0.016506069735293,1.0850786815168083,23.938939412434895,23.62605583667755,22.987753102653905,22.64927304757608,22.514184647136265,378,0.8571428571428571
T2.4V_2025-07-17-19-34-26_22_26_4_,1,0.9497,gypsum,4.0,2.4,9.5,795,0.00325179549883,0.0182610133908838,0.004124641418457,0.0527858734130859,25.151153885799385,0.3941712636406161,23.76764488220215,26.64442443847656,0.0330571652879311,0.0185915621711527,0.0423326312371017,0.3969158867126133,0.3955094465191793,146.56,150.28947368421052,161,1,0.9314586994727592,0.0,9.6,0.1242739943497236,0.688756756621761,0.000517393830948,1.0593718506696543,25.1519839392768,25.1328882421766,25.22384997022913,25.159802563050217,25.114992715780016,1190,1.0294117647058822
T2.4V_2025-07-17-19-09-10_22_30_8_,1,0.9497,gypsum,8.0,2.4,9.5,225,0.0068197377522789,0.0701701185438352,0.005045303931603,0.0131072998046875,25.75556885138618,0.4989961810362017,24.13353157043457,27.327957153320312,0.088847880224037,0.069671005249022,0.1123037380642344,0.5031968220434467,0.5017561422603931,64.15333333333334,63.13157894736842,71,1,0.995575221238938,0.0,9.6,0.3236133887181331,0.3299080631460245,0.0003425378100381,1.061050420241427,26.68595684899224,26.328559160232544,25.824000477790833,25.606547448370193,25.43204881928184,306,1.0588235294117647
T2.4V_2025-07-29-17-39-52_20_28_8_,1,0.9497,gypsum,8.0,2.4,9.5,275,0.0175922922241739,0.195450869473543,0.0503277778625488,0.6182365417480469,23.307387381258877,0.4651960376941755,22.730287551879883,25.075870513916016,0.2785348364725054,0.2011223156553312,0.3042786892977602,0.5216074844885397,0.5001036376023716,56.11333333333334,62.421052631578945,65,1,1.061776061776062,0.0,9.8,1.612791485131622,1.846049275884764,0.0092859347895422,1.075876506608336,24.534559476943244,23.926675498485565,23.34367867708206,23.084698529587577,22.989710511832403,357,0.8095238095238095
T2.4V_2025-07-17-18-57-25_22_34_12_,1,0.9497,gypsum,12.0,2.4,9.5,207,0.0075131270247924,0.0560836423422408,0.0174973805745442,0.1049938201904296,25.680616609693153,0.5123627442434685,24.038808822631836,27.3017520904541,0.144434065422333,0.0864509450448704,0.1595659302052681,0.5365091086374613,0.5251944512532265,61.7,60.81578947368421,68,1,1.0272952853598014,0.0,9.0,0.3941338989216014,0.3423834312864353,0.0015465013315738,1.0631268129344311,26.465040060190056,26.177663723627727,25.69097631117877,25.39482177098592,25.306831783718533,272,1.0625
T2.6V_2025-07-25-18-32-38_20_26_6_,1,1.06148,gypsum,6.0,2.6,11.5,341,0.0171951314720786,0.1784644196809566,0.0421798229217529,0.4055137634277344,22.93370566617009,0.3731705402645379,22.42790985107422,24.47111701965332,0.2829779808785128,0.2077264490062317,0.3096543756747891,0.4163430677056751,0.4006106515111287,61.53333333333333,69.89473684210526,74,1,1.06396255850234,0.0,9.4,1.7156662202184128,2.3767732152432126,0.0079314635677992,1.067037197383722,23.834985733032227,23.596034387747448,23.082784497737883,22.826416713984933,22.739034726069523,440,0.9090909090909092
T2.6V_2025-07-29-17-14-55_20_28_8_,1,1.06148,gypsum,8.0,2.6,11.5,426,0.0173832585074456,0.1747491773865022,0.0432452033547794,0.5618724822998047,23.67943757607903,0.4318342563848462,23.154748916625977,25.530359268188477,0.2270974568564247,0.1753103696497771,0.2389913970875632,0.4674767516786512,0.4548367525287617,70.29333333333334,75.36842105263158,80,1,1.0364963503649636,0.0,9.8,1.921403051810972,3.27160468134047,0.0067770348771798,1.078165779324896,25.111512002490816,24.34643859021804,23.74693082846128,23.532262215743195,23.42816146401798,528,0.9166666666666666
T2.6V_2025-07-25-18-16-07_20_30_10_,1,1.06148,gypsum,10.0,2.6,11.5,308,0.0204653083962739,0.2453875232052489,0.0580698649088541,0.6173954010009766,23.368262740543916,0.5000342598198383,22.757728576660156,25.263259887695312,0.355123977178754,0.2660397339280025,0.3838681617340462,0.562531415130955,0.5385836301280583,70.72666666666667,79.13157894736842,84,1,1.0826010544815463,0.0,9.6,1.583243259557206,1.7964328403944645,0.0105440851605724,1.0810927696333874,24.53953478886531,24.265019754568737,23.60211411275362,23.212959502507186,23.07463550567627,378,0.8571428571428571
T2.6V_2025-07-25-18-06-58_20_34_14_,1,1.06148,gypsum,14.0,2.6,11.5,349,0.0332261181150947,0.3168009181418902,0.0923353433609008,0.9544239044189452,23.06685205246453,0.50622234768356,22.469200134277344,25.22313690185547,0.5039334545270705,0.3533985277119446,0.5403740891071322,0.6312969088112129,0.5775439552621727,93.50666666666666,115.34210526315788,127,1,1.0624048706240488,0.0,9.8,1.657186572837589,2.2420687699279576,0.0172466731254356,1.0934798057613828,24.422247705005464,24.09978512922923,23.391914116708858,22.98178036459561,22.818642301992934,437,0.8260869565217391
T2.8V_2025-07-25-19-31-52_20_26_6_,1,1.13921,gypsum,6.0,2.8,13.0,360,0.0172563923729791,0.1746965885162339,0.0424452181215639,0.4861583709716797,22.90975311628977,0.4177303107006558,22.40037727355957,24.619293212890625,0.2717989532571085,0.1956863379301842,0.288105625576442,0.4551820223451541,0.4390117555511498,66.09333333333333,73.44736842105263,77,1,1.0557184750733135,0.0,9.8,1.7674220557536928,2.4836349621376312,0.0075622701954214,1.0746206250204111,23.67255746750605,23.496048879623412,23.05798790852229,22.778441742284976,22.688670936895875,483,0.9130434782608696
T2.8V_2025-07-29-16-50-05_20_28_8_,1,1.13921,gypsum,8.0,2.8,13.0,470,0.0177211771880218,0.1730999195829348,0.046234130859375,0.5078220367431641,23.725849105672637,0.4327628777478182,23.209388732910156,25.623674392700195,0.2423999101824624,0.1726005141075628,0.2705240817780208,0.4724626068508765,0.4552108799335467,75.26666666666667,83.97368421052632,92,1,1.0375275938189843,0.0,9.8,2.0119484474907487,3.678083746785207,0.008446537212499,1.0799897731193866,25.20298839750744,24.380033430300266,23.767868600785732,23.56035152323106,23.467661730448405,575,0.92
T2.8V_2025-07-25-19-15-29_20_30_10_,1,1.13921,gypsum,10.0,2.8,13.0,311,0.027343323321643,0.2669417697133767,0.0607958706942471,0.6556644439697266,23.41555192561012,0.5656295815769569,22.730287551879883,25.543699264526367,0.4041695255054244,0.2954657856981096,0.4381440582766025,0.6252057860207171,0.6030016674058497,77.89333333333333,88.23684210526316,97,1,1.0705679862306368,0.0,9.4,1.5436154617832745,1.6464387968477538,0.0124504026257756,1.0908860634879438,24.735270000639417,24.3323318362236,23.61259028786107,23.23950217853893,23.08554175921849,399,0.9047619047619048
T2.8V_2025-07-29-16-36-48_20_32_12_,1,1.13921,gypsum,12.0,2.8,13.0,489,0.0261107357558957,0.2354838872492202,0.093118667602539,0.8807144165039062,23.61810471571784,0.5057615145481839,23.045387268066406,25.96950912475586,0.3792228732603324,0.2668042706500632,0.4244729219526384,0.5935974710711127,0.5597405910474856,100.01333333333334,121.10526315789474,131,1,1.0482315112540193,0.0,8.8,2.091546638680836,4.1036149899418275,0.0149858444875951,1.0995594031502944,25.538889567057293,24.511476203014976,23.747137809621876,23.466802352666853,23.356525922643726,598,0.8846153846153846
T2.8V_2025-07-25-19-06-06_20_34_14_,1,1.13921,gypsum,14.0,2.8,13.0,363,0.0354361975760361,0.3509000983119996,0.1020663125174386,1.0870895385742188,22.91658653637595,0.6002028183219378,22.248804092407227,25.45030403137207,0.5818191825332406,0.4084738892344181,0.6247256360434967,0.7297270535316249,0.6788211337057573,103.88,128.73684210526315,138,1,1.069219440353461,0.0,9.8,1.7913444676924912,2.6759496260244644,0.0206052840949569,1.1105626045560626,24.56302311306908,24.078574466705323,23.161977608998615,22.75028879625084,22.624486222559092,440,0.9090909090909092
T3.0V_2025-07-29-15-45-24_20_28_8_,1,1.28246,gypsum,8.0,3.0,16.0,190,0.0291308352821761,0.3346613633005226,0.0533968607584635,0.5208683013916016,24.02426425712987,0.5226398696232637,23.16841506958008,25.690277099609375,0.4582384022319075,0.3501150149295194,0.4780615856772954,0.546770503666492,0.5387497391030532,59.11333333333334,65.36842105263158,69,1,1.1078717201166182,0.0,9.8,1.0257484920123148,0.232782829955596,0.0067962756097352,1.0693470911178922,25.355091836717392,24.8789095348782,24.22503486046424,23.82953694060042,23.65105021627326,238,0.8235294117647058
T3.0V_2025-07-28-16-03-14_20_30_10_,1,1.28246,gypsum,10.0,3.0,16.0,285,0.0173121312905474,0.169421620954548,0.0523725237165178,0.4621429443359375,22.727802446465745,0.3401269634687843,22.20741271972656,23.971080780029297,0.3204128311171324,0.2220376824719173,0.3456948732074956,0.4177705130532076,0.3844055171347825,57.21333333333333,70.6842105263158,74,1,1.0614525139664803,0.0,7.4,1.375384835174024,1.3177918199961534,0.0116669988638141,1.0547029716793797,23.566133205707256,23.330150683720905,22.880412415454263,22.60526626586914,22.508743464946747,380,0.95
